subd_id1	subd_id2	weight	color
345	21	0.522	OliveGreen
294	21	0.589	OliveGreen
514	456	0.384	Gray40
172	456	0.36	Gray40
131	454	0.571	OliveGreen
180	454	0.642	OliveGreen
323	454	0.491	OliveGreen
53	454	0.588	OliveGreen
213	454	0.586	OliveGreen
373	454	0.525	OliveGreen
18	115	0.761	Blue
255	115	0.532	Blue
75	115	0.761	Blue
514	163	0.384	Gray40
456	163	0.587	Emerald
361	163	0.587	Emerald
195	509	0.519	Blue
75	509	0.527	Blue
217	107	0.403	Gray40
456	107	0.486	Gray40
456	341	0.327	Gray40
107	341	0.49	BrickRed
107	503	0.608	BrickRed
341	503	0.49	BrickRed
401	503	0.325	Gray40
373	449	0.35	Gray40
419	449	0.477	Gray40
372	449	0.311	Gray40
163	449	0.587	Emerald
361	449	0.606	Emerald
21	449	0.477	Gray40
326	54	0.407	Blue
415	54	0.814	Blue
18	54	0.814	Blue
115	54	0.761	Blue
361	515	0.506	Emerald
449	515	0.506	Emerald
163	515	0.506	Emerald
255	257	0.532	Blue
115	257	0.572	Blue
456	49	0.471	Gray40
107	49	0.471	Gray40
163	49	0.391	Gray40
115	49	0.706	Blue
255	49	0.532	Blue
341	49	0.327	Gray40
514	49	0.576	Blue
257	49	0.572	Blue
361	49	0.404	Gray40
75	233	0.309	Gray40
146	233	0.463	Emerald
389	233	0.309	Gray40
54	233	0.309	Gray40
21	233	0.309	Gray40
18	37	0.729	Blue
115	37	0.729	Blue
54	37	0.729	Blue
326	37	0.407	Blue
509	117	0.351	Gray40
456	117	0.594	Emerald
49	117	0.396	Gray40
361	117	0.594	Emerald
163	117	0.587	Emerald
515	117	0.506	Emerald
449	117	0.594	Emerald
107	202	0.637	BrickRed
503	202	0.608	BrickRed
21	274	0.326	Gray40
361	274	0.489	Emerald
233	274	0.463	Emerald
515	274	0.489	Emerald
146	274	0.489	Emerald
454	340	0.535	OliveGreen
503	304	0.557	BrickRed
202	304	0.557	BrickRed
107	304	0.557	BrickRed
117	304	0.371	Gray40
218	264	0.52	OliveGreen
454	264	0.521	OliveGreen
340	264	0.521	OliveGreen
107	133	0.733	BrickRed
202	133	0.637	BrickRed
117	133	0.396	Gray40
304	133	0.557	BrickRed
503	133	0.608	BrickRed
264	133	0.348	Gray40
21	441	0.559	Gray40
54	441	0.543	Gray40
361	29	0.404	Gray40
449	29	0.477	Gray40
372	29	0.311	Gray40
163	29	0.391	Gray40
274	29	0.326	Gray40
515	29	0.337	Gray40
514	29	0.384	Gray40
233	29	0.309	Gray40
304	29	0.557	BrickRed
117	29	0.396	Gray40
21	29	0.559	Gray40
372	127	0.311	Gray40
146	127	0.541	Emerald
274	127	0.489	Emerald
218	127	0.347	Gray40
29	127	0.539	Gray40
233	127	0.463	Emerald
449	127	0.716	Emerald
264	127	0.348	Gray40
54	4	0.543	Gray40
37	4	0.486	Gray40
441	4	0.938	BrickRed
326	4	0.271	Gray40
233	4	0.309	Gray40
515	4	0.337	Gray40
389	4	0.378	Gray40
29	4	0.877	BrickRed
274	4	0.326	Gray40
449	4	0.477	Gray40
21	4	0.559	Gray40
115	4	0.507	Gray40
127	4	0.539	Gray40
340	116	0.356	Gray40
264	116	0.348	Gray40
454	116	0.451	Gray40
503	499	0.608	BrickRed
202	499	0.637	BrickRed
304	499	0.557	BrickRed
133	499	0.66	BrickRed
117	84	0.396	Gray40
449	84	0.468	Gray40
21	523	0.411	Gray40
4	523	0.616	BrickRed
127	523	0.411	Gray40
116	352	0.472	BrickRed
4	48	0.934	BrickRed
523	48	0.616	BrickRed
127	48	0.539	Gray40
233	48	0.309	Gray40
441	48	0.934	BrickRed
21	48	0.559	Gray40
84	554	0.272	BrickRed
84	443	0.702	BrickRed
116	20	0.676	BrickRed
523	20	0.616	BrickRed
133	20	0.733	BrickRed
304	20	0.557	BrickRed
4	20	0.861	BrickRed
29	20	0.861	BrickRed
48	20	0.861	BrickRed
54	402	0.543	Gray40
37	402	0.486	Gray40
115	402	0.507	Gray40
257	402	0.381	Gray40
554	55	0.272	BrickRed
84	55	0.702	BrickRed
443	55	0.757	BrickRed
20	55	0.772	BrickRed
116	55	0.676	BrickRed
29	55	0.772	BrickRed
117	55	0.396	Gray40
449	55	0.477	Gray40
127	320	0.341	Gray40
48	320	0.512	BrickRed
29	320	0.512	BrickRed
4	320	0.512	BrickRed
4	9	1.015	BrickRed
523	9	0.616	BrickRed
54	9	0.543	Gray40
20	9	0.861	BrickRed
48	9	0.934	BrickRed
264	9	0.348	Gray40
29	9	0.877	BrickRed
20	387	0.595	BrickRed
9	387	0.595	BrickRed
55	387	0.595	BrickRed
29	387	0.595	BrickRed
116	387	0.595	BrickRed
402	33	0.475	Gray40
109	33	0.361	Gray40
320	33	0.341	Gray40
509	33	0.351	Gray40
402	42	0.719	Peach
456	42	0.48	Gray40
49	42	0.471	Gray40
352	91	0.314	Gray40
9	91	0.419	Gray40
443	91	0.419	Gray40
55	91	0.419	Gray40
84	91	0.419	Gray40
499	135	0.44	Gray40
33	17	0.475	Gray40
84	190	0.463	Gray40
55	190	0.463	Gray40
554	190	0.182	Gray40
91	190	0.628	Red
116	190	0.451	Gray40
387	190	0.396	Gray40
443	190	0.463	Gray40
29	190	0.463	Gray40
9	1	0.677	Gray40
320	1	0.341	Gray40
54	1	0.543	Gray40
48	1	0.623	Gray40
441	1	0.626	Gray40
233	1	0.309	Gray40
127	1	0.539	Gray40
4	1	0.755	Gray40
523	1	0.411	Gray40
29	1	0.585	Gray40
33	1	0.712	Red
274	1	0.326	Gray40
20	1	0.574	Gray40
20	297	0.387	Gray40
9	297	0.387	Gray40
20	394	0.587	BrickRed
1	394	0.391	Gray40
387	394	0.587	BrickRed
9	394	0.587	BrickRed
320	424	0.512	BrickRed
297	424	0.387	Gray40
394	424	0.587	BrickRed
127	424	0.539	Gray40
9	424	0.917	BrickRed
20	424	0.861	BrickRed
1	424	0.611	Gray40
499	45	0.44	Gray40
135	45	0.667	Red
394	19	0.391	Gray40
48	19	0.623	Gray40
1	19	1.064	Red
9	19	0.677	Gray40
424	19	0.611	Gray40
20	19	0.574	Gray40
297	19	0.58	Red
190	303	0.49	Red
55	303	0.327	Gray40
45	262	0.643	Red
1	262	0.643	Red
33	262	0.643	Red
135	262	0.643	Red
20	349	0.527	Gray40
190	349	0.695	Red
262	82	0.643	Red
135	82	0.667	Red
135	490	0.536	Red
45	490	0.536	Red
42	83	0.421	Gray40
49	83	0.421	Gray40
45	50	0.717	Red
135	50	0.667	Red
490	50	0.536	Red
48	366	0.565	Gray40
37	460	0.486	Gray40
9	460	0.494	Gray40
48	460	0.494	Gray40
1	460	0.74	Red
45	530	0.493	Red
42	530	0.329	Gray40
262	530	0.493	Red
82	530	0.493	Red
83	530	0.493	Red
523	31	0.411	Gray40
424	31	0.542	Gray40
1	31	0.813	Red
262	31	0.643	Red
48	31	0.542	Gray40
4	31	0.542	Gray40
320	31	0.341	Gray40
1	506	0.56	Red
9	506	0.373	Gray40
303	506	0.49	Red
530	39	0.493	Red
82	39	0.72	Red
530	76	0.493	Red
50	76	0.769	Red
83	76	0.631	Red
190	76	0.695	Red
506	76	0.56	Red
387	76	0.396	Gray40
19	130	0.805	Red
1	130	0.805	Red
460	130	0.74	Red
424	130	0.537	Gray40
45	471	0.709	Red
1	471	0.709	Red
490	471	0.536	Red
50	471	0.709	Red
130	471	0.709	Red
490	534	0.536	Red
50	534	0.69	Red
76	534	0.69	Red
45	534	0.69	Red
17	311	0.666	Peach
402	311	0.666	Peach
42	311	0.666	Peach
490	311	0.357	Gray40
83	311	0.421	Gray40
262	238	0.643	Red
530	238	0.493	Red
39	238	0.72	Red
82	238	0.722	Red
190	24	0.695	Red
460	24	0.74	Red
394	16	0.391	Gray40
9	16	0.609	Gray40
303	16	0.49	Red
19	16	0.913	Red
460	16	0.74	Red
19	241	0.643	Red
387	22	0.396	Gray40
460	22	0.74	Red
9	22	0.508	Gray40
303	22	0.49	Red
506	22	0.56	Red
55	148	0.417	Gray40
39	148	0.625	Red
50	251	0.561	Red
76	251	0.561	Red
45	251	0.561	Red
534	251	0.561	Red
490	251	0.536	Red
471	251	0.561	Red
190	51	0.695	Red
76	51	0.769	Red
506	51	0.56	Red
303	51	0.49	Red
22	51	0.763	Red
241	300	0.609	Red
1	300	0.609	Red
349	32	0.791	Red
32	384	0.847	Red
349	384	0.791	Red
384	309	0.62	Red
349	309	0.62	Red
32	309	0.62	Red
471	8	0.709	Red
130	8	0.805	Red
1	8	0.944	Red
8	101	0.803	Red
424	101	0.536	Gray40
19	12	0.987	Red
130	12	0.805	Red
460	12	0.74	Red
471	12	0.709	Red
394	12	0.391	Gray40
8	12	0.944	Red
1	12	0.987	Red
31	204	0.593	Red
530	204	0.493	Red
424	204	0.396	Gray40
534	204	0.593	Red
45	204	0.593	Red
251	204	0.561	Red
76	204	0.593	Red
50	204	0.593	Red
241	205	0.601	Red
148	205	0.601	Red
297	205	0.58	Red
300	205	0.601	Red
19	205	0.601	Red
16	205	0.601	Red
16	422	0.913	Red
205	422	0.601	Red
148	422	0.625	Red
190	422	0.695	Red
55	422	0.515	Gray40
45	422	0.717	Red
490	422	0.536	Red
91	422	0.628	Red
12	422	0.987	Red
50	422	0.859	Red
460	549	0.31	Gray40
24	549	0.31	Gray40
127	81	0.539	Gray40
204	81	0.593	Red
320	81	0.341	Gray40
31	81	0.813	Red
424	81	0.576	Gray40
1	81	0.864	Red
12	512	0.614	Red
1	512	0.614	Red
512	399	0.543	Red
12	399	0.543	Red
471	399	0.543	Red
1	399	0.543	Red
130	399	0.543	Red
82	285	0.7	Red
16	285	0.7	Red
530	285	0.493	Red
262	285	0.643	Red
366	539	0.322	Gray40
506	77	0.56	Red
300	77	0.609	Red
205	77	0.601	Red
366	41	0.817	Red
539	41	0.322	Gray40
460	41	0.74	Red
8	525	0.459	Red
8	25	0.874	Red
101	25	0.803	Red
422	25	0.874	Red
16	319	0.812	Red
32	167	0.642	Red
309	167	0.62	Red
384	167	0.642	Red
76	405	0.769	Red
130	405	0.805	Red
101	405	0.803	Red
319	405	0.812	Red
251	405	0.561	Red
12	405	0.987	Red
399	405	0.543	Red
8	405	0.944	Red
42	405	0.48	Gray40
167	405	0.642	Red
422	258	0.621	Red
51	258	0.621	Red
77	258	0.621	Red
83	347	0.343	Gray40
39	347	0.343	Gray40
405	347	0.343	Gray40
530	347	0.329	Gray40
42	347	0.515	Peach
4	26	0.612	Gray40
9	26	0.612	Gray40
1	26	0.919	Red
33	26	0.712	Red
258	80	0.414	Gray40
422	80	0.542	Gray40
300	80	0.406	Gray40
77	80	0.532	Gray40
167	89	0.642	Red
405	89	0.755	Red
399	89	0.543	Red
12	89	0.755	Red
51	114	0.828	Red
89	114	0.755	Red
77	114	0.798	Red
258	114	0.621	Red
402	106	0.595	Peach
422	106	0.397	Gray40
101	504	0.411	Gray40
25	504	0.411	Gray40
258	479	0.621	Red
80	479	0.463	Gray40
77	479	0.695	Red
205	479	0.601	Red
114	479	0.695	Red
311	531	0.516	Peach
83	531	0.344	Gray40
405	139	0.722	Red
479	139	0.695	Red
504	139	0.411	Gray40
89	139	0.722	Red
506	139	0.56	Red
512	139	0.614	Red
51	139	0.722	Red
24	203	0.384	Gray40
80	2	0.542	Gray40
25	2	0.874	Red
205	2	0.601	Red
148	2	0.625	Red
300	2	0.609	Red
422	2	1.003	Red
101	2	0.803	Red
479	2	0.695	Red
114	2	0.828	Red
139	2	0.722	Red
347	2	0.343	Gray40
241	2	0.643	Red
16	2	0.913	Red
77	2	0.798	Red
258	2	0.621	Red
8	252	0.622	Red
12	252	0.622	Red
319	252	0.622	Red
405	252	0.622	Red
41	68	0.526	Gray40
549	68	0.465	Peach
366	68	0.526	Gray40
460	68	0.494	Gray40
24	68	0.526	Gray40
16	68	0.526	Gray40
539	68	0.483	Peach
203	192	0.548	Peach
204	192	0.365	Gray40
89	7	0.755	Red
504	7	0.411	Gray40
479	7	0.695	Red
534	7	0.69	Red
51	7	0.83	Red
139	7	0.722	Red
76	7	0.769	Red
512	7	0.614	Red
2	7	0.949	Red
405	7	0.949	Red
12	286	0.614	Red
471	286	0.614	Red
399	286	0.543	Red
512	286	0.614	Red
252	286	0.614	Red
8	286	0.614	Red
258	278	0.414	Gray40
238	278	0.442	Gray40
77	278	0.442	Gray40
2	59	0.695	Red
167	59	0.642	Red
405	59	0.695	Red
89	59	0.695	Red
205	59	0.601	Red
479	59	0.695	Red
114	59	0.695	Red
549	194	0.465	Peach
192	194	0.548	Peach
203	194	0.576	Peach
194	165	0.681	Peach
285	165	0.454	Gray40
504	165	0.617	Peach
203	165	0.576	Peach
286	184	0.614	Red
399	184	0.543	Red
12	184	0.734	Red
252	537	0.526	Red
405	537	0.526	Red
167	537	0.526	Red
59	537	0.526	Red
319	537	0.526	Red
114	537	0.526	Red
89	537	0.526	Red
311	197	0.575	Peach
422	85	0.597	Gray40
106	85	0.595	Peach
2	85	0.597	Gray40
460	210	0.463	Gray40
539	210	0.483	Peach
194	191	0.563	Peach
192	191	0.548	Peach
165	191	0.563	Peach
203	191	0.563	Peach
184	378	0.554	Red
12	378	0.554	Red
286	378	0.554	Red
2	140	0.368	Gray40
422	140	0.368	Gray40
114	28	0.552	Gray40
59	28	0.464	Gray40
378	28	0.369	Gray40
399	28	0.362	Gray40
184	28	0.489	Gray40
251	28	0.374	Gray40
286	28	0.409	Gray40
405	28	0.579	Gray40
422	473	0.405	Gray40
205	473	0.401	Gray40
531	473	0.516	Peach
2	473	0.405	Gray40
7	110	0.491	Gray40
41	110	0.491	Gray40
286	110	0.409	Gray40
22	110	0.491	Gray40
194	457	0.767	Peach
210	457	0.694	Peach
203	457	0.576	Peach
191	457	0.563	Peach
192	457	0.548	Peach
165	457	0.681	Peach
110	457	0.491	Gray40
378	200	0.554	Red
286	200	0.614	Red
184	200	0.653	Red
457	478	0.715	Peach
210	478	0.694	Peach
7	478	0.477	Gray40
252	478	0.415	Gray40
22	478	0.477	Gray40
110	478	0.477	Gray40
165	178	0.575	Peach
285	178	0.383	Gray40
203	162	0.576	Peach
194	162	0.582	Peach
192	162	0.548	Peach
457	162	0.582	Peach
191	162	0.563	Peach
28	224	0.408	Gray40
7	224	0.408	Gray40
285	224	0.408	Gray40
178	224	0.575	Peach
28	62	0.527	Gray40
224	62	0.612	Peach
210	62	0.694	Peach
178	62	0.575	Peach
457	62	0.783	Peach
165	62	0.681	Peach
59	452	0.464	Gray40
2	452	0.563	Gray40
184	452	0.489	Gray40
28	452	0.844	Dandelion
378	452	0.369	Gray40
224	452	0.408	Gray40
85	451	0.896	Peach
2	451	0.658	Gray40
148	451	0.417	Gray40
473	451	0.608	Peach
422	451	0.658	Gray40
80	451	0.813	Peach
224	243	0.529	Peach
178	243	0.529	Peach
28	243	0.353	Gray40
62	243	0.529	Peach
210	243	0.529	Peach
81	6	0.576	Gray40
4	6	0.755	Gray40
1	6	0.772	Gray40
33	6	0.475	Gray40
26	6	0.612	Gray40
31	6	0.542	Gray40
62	505	0.509	Peach
243	505	0.509	Peach
224	505	0.509	Peach
178	505	0.509	Peach
278	505	0.509	Peach
140	313	0.495	Peach
6	313	0.33	Gray40
505	313	0.495	Peach
7	313	0.33	Gray40
224	313	0.495	Peach
451	292	0.477	Peach
7	292	0.318	Gray40
473	292	0.477	Peach
313	292	0.477	Peach
110	44	0.737	Dandelion
478	44	0.477	Gray40
224	44	0.408	Gray40
452	44	0.809	Dandelion
28	44	0.809	Dandelion
59	44	0.464	Gray40
286	44	0.409	Gray40
139	466	0.481	Gray40
7	466	0.505	Gray40
405	466	0.505	Gray40
451	466	0.758	Peach
224	414	0.612	Peach
62	414	0.791	Peach
210	414	0.694	Peach
243	414	0.529	Peach
537	414	0.35	Gray40
466	414	0.758	Peach
457	414	0.783	Peach
505	414	0.509	Peach
178	414	0.575	Peach
347	73	0.515	Peach
178	73	0.575	Peach
278	73	0.663	Peach
505	73	0.509	Peach
6	510	0.397	Dandelion
478	510	0.264	Gray40
110	510	0.397	Dandelion
106	453	0.595	Peach
453	475	0.733	Peach
106	475	0.595	Peach
85	475	0.753	Peach
451	475	0.753	Peach
531	469	0.516	Peach
197	469	0.575	Peach
311	469	0.666	Peach
83	469	0.421	Gray40
347	469	0.515	Peach
475	272	0.512	Peach
469	272	0.512	Peach
473	272	0.512	Peach
451	272	0.512	Peach
81	445	0.576	Gray40
6	445	0.873	Dandelion
44	445	0.809	Dandelion
452	445	0.844	Dandelion
204	445	0.396	Gray40
313	485	0.33	Gray40
422	485	0.42	Gray40
445	485	0.631	Dandelion
452	485	0.631	Dandelion
44	485	0.631	Dandelion
2	485	0.42	Gray40
451	494	0.594	Peach
475	494	0.594	Peach
453	494	0.594	Peach
475	151	0.51	Peach
451	151	0.51	Peach
6	215	0.778	Dandelion
445	215	0.778	Dandelion
510	215	0.397	Dandelion
26	215	0.519	Gray40
313	215	0.33	Gray40
31	215	0.519	Gray40
475	301	0.407	Peach
151	301	0.407	Peach
451	301	0.407	Peach
473	236	0.527	Peach
272	236	0.512	Peach
451	236	0.527	Peach
469	236	0.527	Peach
469	397	0.582	Peach
451	397	0.582	Peach
475	397	0.582	Peach
236	397	0.527	Peach
478	226	0.458	Peach
110	226	0.305	Gray40
215	226	0.305	Gray40
510	226	0.264	Gray40
272	15	0.512	Peach
301	15	0.407	Peach
494	15	0.594	Peach
453	15	0.733	Peach
162	15	0.582	Peach
475	15	0.753	Peach
451	15	0.775	Peach
397	15	0.582	Peach
151	15	0.51	Peach
494	100	0.588	Peach
272	100	0.512	Peach
15	100	0.588	Peach
151	100	0.51	Peach
475	100	0.588	Peach
453	100	0.588	Peach
301	100	0.407	Peach
301	282	0.407	Peach
272	282	0.49	Peach
475	282	0.49	Peach
100	282	0.49	Peach
397	282	0.49	Peach
453	282	0.49	Peach
494	282	0.49	Peach
15	282	0.49	Peach
73	542	0.508	Peach
494	93	0.563	Peach
282	93	0.49	Peach
100	93	0.563	Peach
15	93	0.563	Peach
475	93	0.563	Peach
272	93	0.512	Peach
236	93	0.527	Peach
453	93	0.563	Peach
282	447	0.49	Peach
397	447	0.582	Peach
15	447	0.734	Peach
301	447	0.407	Peach
292	447	0.477	Peach
475	447	0.734	Peach
466	447	0.734	Peach
100	447	0.588	Peach
26	533	0.319	Gray40
215	533	0.479	Dandelion
33	533	0.319	Gray40
445	533	0.479	Dandelion
6	533	0.479	Dandelion
475	298	0.486	Peach
100	298	0.486	Peach
447	298	0.486	Peach
15	298	0.486	Peach
215	63	0.778	Dandelion
485	63	0.631	Dandelion
81	63	0.576	Gray40
445	63	0.871	Dandelion
44	63	0.809	Dandelion
6	63	0.871	Dandelion
73	350	0.349	Gray40
485	324	0.618	Dandelion
44	324	0.618	Dandelion
215	324	0.618	Dandelion
445	324	0.618	Dandelion
63	324	0.618	Dandelion
485	532	0.528	Dandelion
445	532	0.528	Dandelion
6	532	0.528	Dandelion
215	532	0.528	Dandelion
63	532	0.528	Dandelion
533	69	0.479	Dandelion
26	69	0.465	Gray40
215	69	0.698	Dandelion
6	69	0.698	Dandelion
445	69	0.698	Dandelion
532	69	0.528	Dandelion
68	144	0.437	Gray40
93	67	0.563	Peach
151	67	0.51	Peach
15	67	0.775	Peach
100	67	0.588	Peach
397	67	0.582	Peach
298	67	0.486	Peach
282	67	0.49	Peach
447	67	0.734	Peach
301	67	0.407	Peach
67	211	0.504	Peach
93	211	0.504	Peach
15	211	0.504	Peach
447	211	0.504	Peach
282	211	0.49	Peach
447	462	0.663	Peach
211	462	0.504	Peach
15	462	0.663	Peach
67	462	0.663	Peach
466	519	0.374	Gray40
414	519	0.374	Gray40
226	40	0.305	Gray40
6	40	0.711	Dandelion
324	40	0.618	Dandelion
215	40	0.711	Dandelion
144	40	0.656	Dandelion
69	40	0.698	Dandelion
211	138	0.504	Peach
67	138	0.519	Peach
93	138	0.519	Peach
462	138	0.519	Peach
447	138	0.519	Peach
15	138	0.519	Peach
138	547	0.381	Peach
67	547	0.381	Peach
447	547	0.381	Peach
211	547	0.381	Peach
462	547	0.381	Peach
6	412	0.771	Dandelion
40	412	0.711	Dandelion
350	412	0.523	Dandelion
226	412	0.305	Gray40
63	412	0.771	Dandelion
215	412	0.771	Dandelion
324	412	0.618	Dandelion
144	412	0.656	Dandelion
67	207	0.566	Peach
447	207	0.566	Peach
138	207	0.519	Peach
547	207	0.381	Peach
462	207	0.566	Peach
211	207	0.504	Peach
236	207	0.527	Peach
532	150	0.528	Dandelion
324	150	0.618	Dandelion
63	150	0.782	Dandelion
215	150	0.778	Dandelion
412	150	0.771	Dandelion
485	150	0.631	Dandelion
6	150	0.782	Dandelion
445	150	0.782	Dandelion
69	150	0.698	Dandelion
40	150	0.711	Dandelion
533	150	0.479	Dandelion
40	247	0.501	Dandelion
412	247	0.501	Dandelion
63	247	0.501	Dandelion
445	247	0.501	Dandelion
150	247	0.501	Dandelion
247	174	0.501	Dandelion
412	174	0.61	Dandelion
63	174	0.61	Dandelion
247	11	0.501	Dandelion
533	11	0.479	Dandelion
485	11	0.631	Dandelion
532	11	0.528	Dandelion
63	11	0.782	Dandelion
150	11	0.782	Dandelion
324	11	0.618	Dandelion
174	11	0.61	Dandelion
69	11	0.698	Dandelion
150	390	0.31	Gray40
11	390	0.31	Gray40
138	390	0.465	Peach
67	390	0.465	Peach
207	390	0.465	Peach
519	354	0.305	Gray40
469	104	0.578	Peach
519	104	0.374	Gray40
11	104	0.386	Gray40
150	104	0.386	Gray40
533	104	0.319	Gray40
412	143	0.54	Dandelion
40	143	0.54	Dandelion
144	143	0.54	Dandelion
412	302	0.416	Dandelion
143	302	0.416	Dandelion
40	302	0.416	Dandelion
533	367	0.279	Gray40
469	367	0.418	Peach
104	367	0.418	Peach
104	318	0.567	Peach
390	318	0.465	Peach
11	318	0.378	Gray40
247	318	0.334	Gray40
150	318	0.378	Gray40
143	477	0.519	Dandelion
69	477	0.519	Dandelion
144	477	0.519	Dandelion
40	477	0.519	Dandelion
247	154	0.334	Gray40
174	154	0.407	Gray40
207	154	0.566	Peach
412	154	0.429	Gray40
354	328	0.264	Gray40
318	328	0.264	Gray40
390	328	0.264	Gray40
519	328	0.396	Dandelion
328	355	0.264	Gray40
150	355	0.299	Gray40
390	355	0.448	Peach
318	355	0.448	Peach
11	355	0.299	Gray40
355	235	0.299	Gray40
318	235	0.329	Gray40
367	235	0.279	Gray40
150	235	0.493	Dandelion
355	425	0.448	Peach
328	425	0.264	Gray40
390	425	0.465	Peach
11	425	0.479	Gray40
318	425	0.567	Peach
235	425	0.329	Gray40
150	425	0.479	Gray40
390	71	0.465	Peach
425	71	0.513	Peach
11	71	0.342	Gray40
11	289	0.288	Gray40
71	289	0.432	Peach
318	289	0.432	Peach
150	289	0.288	Gray40
425	289	0.432	Peach
235	289	0.288	Gray40
412	464	0.375	Gray40
425	464	0.375	Gray40
235	464	0.329	Gray40
289	472	0.288	Gray40
425	472	0.408	Gray40
154	472	0.408	Gray40
11	472	0.408	Gray40
302	312	0.278	Gray40
367	312	0.279	Gray40
425	312	0.297	Gray40
235	312	0.297	Gray40
143	312	0.297	Gray40
71	312	0.297	Gray40
464	312	0.445	Yellow
312	336	0.386	Yellow
235	336	0.257	Gray40
71	336	0.257	Gray40
289	336	0.257	Gray40
425	336	0.257	Gray40
328	336	0.257	Gray40
312	408	0.445	Yellow
328	408	0.264	Gray40
464	408	0.562	Yellow
472	408	0.613	Yellow
336	408	0.386	Yellow
235	408	0.329	Gray40
336	386	0.371	Yellow
464	386	0.371	Yellow
425	386	0.247	Gray40
408	386	0.371	Yellow
312	386	0.371	Yellow
235	386	0.247	Gray40
154	329	0.372	Gray40
472	329	0.558	Yellow
312	329	0.445	Yellow
367	329	0.279	Gray40
386	329	0.371	Yellow
472	244	0.446	Yellow
329	244	0.446	Yellow
425	271	0.306	Gray40
408	271	0.459	Yellow
355	271	0.299	Gray40
336	271	0.386	Yellow
464	271	0.459	Yellow
312	327	0.408	Yellow
104	327	0.272	Gray40
328	327	0.264	Gray40
408	327	0.408	Yellow
336	327	0.386	Yellow
71	124	0.342	Gray40
154	124	0.419	Gray40
312	124	0.445	Yellow
244	124	0.446	Yellow
289	124	0.288	Gray40
329	124	0.558	Yellow
477	124	0.346	Gray40
472	124	0.613	Yellow
464	418	0.562	Yellow
124	418	0.629	Yellow
312	418	0.445	Yellow
289	418	0.288	Gray40
329	418	0.558	Yellow
386	418	0.371	Yellow
329	265	0.402	Yellow
124	265	0.402	Yellow
244	265	0.402	Yellow
418	265	0.402	Yellow
418	169	0.45	Yellow
169	496	0.45	Yellow
418	496	0.452	Yellow
496	444	0.452	Yellow
169	444	0.45	Yellow
418	444	0.649	Yellow
265	444	0.402	Yellow
418	290	0.518	Yellow
169	290	0.45	Yellow
496	290	0.452	Yellow
444	290	0.518	Yellow
444	134	0.478	Yellow
418	134	0.478	Yellow
290	134	0.478	Yellow
496	134	0.452	Yellow
418	234	0.371	Yellow
134	234	0.371	Yellow
290	234	0.371	Yellow
444	234	0.371	Yellow
496	234	0.371	Yellow
169	498	0.414	Yellow
498	222	0.276	Gray40
124	535	0.369	Yellow
329	535	0.369	Yellow
134	535	0.369	Yellow
222	380	0.447	Canary
380	279	0.495	Canary
142	495	0.796	Canary
234	283	0.371	Yellow
134	283	0.447	Yellow
467	420	0.855	Canary
268	420	0.544	Canary
222	420	0.447	Canary
279	420	0.568	Canary
498	420	0.276	Gray40
380	541	0.458	Canary
279	541	0.458	Canary
268	541	0.458	Canary
420	391	0.561	Canary
268	112	0.544	Canary
420	112	0.638	Canary
391	112	0.561	Canary
541	112	0.458	Canary
380	112	0.495	Canary
467	112	0.638	Canary
279	112	0.568	Canary
495	112	0.638	Canary
112	209	0.564	Canary
279	209	0.564	Canary
420	209	0.564	Canary
268	209	0.544	Canary
541	209	0.458	Canary
209	348	0.564	Canary
467	348	1.015	Canary
420	348	0.855	Canary
495	348	0.936	Canary
420	230	0.591	Canary
209	230	0.564	Canary
380	230	0.495	Canary
391	410	0.561	Canary
222	410	0.447	Canary
268	410	0.544	Canary
467	410	0.887	Canary
420	410	0.855	Canary
230	410	0.591	Canary
348	410	0.887	Canary
209	410	0.564	Canary
380	214	0.495	Canary
112	214	0.638	Canary
495	214	0.702	Canary
541	214	0.458	Canary
209	214	0.564	Canary
420	214	0.702	Canary
230	214	0.591	Canary
467	214	0.702	Canary
410	214	0.702	Canary
230	407	0.591	Canary
209	407	0.564	Canary
214	407	0.702	Canary
268	407	0.544	Canary
112	407	0.638	Canary
391	407	0.561	Canary
420	407	0.855	Canary
380	407	0.495	Canary
279	407	0.568	Canary
410	407	0.887	Canary
467	407	1.096	Canary
348	407	1.015	Canary
541	407	0.458	Canary
498	250	0.414	Yellow
391	250	0.36	Gray40
267	511	0.411	Yellow
250	511	0.411	Yellow
410	183	0.603	Canary
112	183	0.603	Canary
209	183	0.564	Canary
230	183	0.591	Canary
420	183	0.603	Canary
214	183	0.603	Canary
407	183	0.603	Canary
511	261	0.411	Yellow
283	261	0.447	Yellow
267	261	0.498	Yellow
283	181	0.447	Yellow
267	181	0.498	Yellow
511	181	0.411	Yellow
261	181	0.522	Yellow
407	170	0.857	Canary
420	170	0.855	Canary
410	170	0.857	Canary
391	170	0.561	Canary
410	488	0.617	Canary
407	488	0.617	Canary
170	488	0.617	Canary
267	492	0.498	Yellow
511	492	0.411	Yellow
261	492	0.54	Yellow
267	281	0.478	Yellow
492	281	0.478	Yellow
261	281	0.478	Yellow
407	502	0.656	Canary
410	502	0.656	Canary
170	502	0.656	Canary
420	502	0.656	Canary
488	502	0.617	Canary
444	212	0.649	Yellow
290	212	0.518	Yellow
327	27	0.408	Yellow
181	27	0.522	Yellow
170	27	0.423	Gray40
